Case ID,firstorder_Energy,firstorder_Entropy,firstorder_InterquartileRange,firstorder_Kurtosis,firstorder_Maximum,firstorder_MeanAbsoluteDeviation,firstorder_Mean,firstorder_Median,firstorder_Minimum,firstorder_Range,firstorder_RobustMeanAbsoluteDeviation,firstorder_RootMeanSquared,firstorder_Skewness,firstorder_TotalEnergy,firstorder_Uniformity,firstorder_Variance,glcm_Autocorrelation,glcm_ClusterProminence,glcm_ClusterShade,glcm_ClusterTendency,glcm_Contrast,glcm_Correlation,glcm_DifferenceAverage,glcm_DifferenceEntropy,glcm_DifferenceVariance,glcm_Id,glcm_Idm,glcm_Idmn,glcm_Idn,glcm_Imc1,glcm_Imc2,glcm_InverseVariance,glcm_JointAverage,glcm_JointEnergy,glcm_JointEntropy,glcm_MCC,glcm_MaximumProbability,glcm_SumAverage,glcm_SumEntropy,glcm_SumSquares,gldm_DependenceEntropy,gldm_DependenceNonUniformity,gldm_DependenceNonUniformityNormalized,gldm_DependenceVariance,gldm_GrayLevelNonUniformity,gldm_GrayLevelVariance,gldm_HighGrayLevelEmphasis,gldm_LargeDependenceEmphasis,gldm_LargeDependenceHighGrayLevelEmphasis,gldm_LargeDependenceLowGrayLevelEmphasis,gldm_LowGrayLevelEmphasis,gldm_SmallDependenceEmphasis,gldm_SmallDependenceHighGrayLevelEmphasis,gldm_SmallDependenceLowGrayLevelEmphasis,glrlm_GrayLevelNonUniformity,glrlm_GrayLevelNonUniformityNormalized,glrlm_GrayLevelVariance,glrlm_HighGrayLevelRunEmphasis,glrlm_LongRunEmphasis,glrlm_LongRunHighGrayLevelEmphasis,glrlm_LongRunLowGrayLevelEmphasis,glrlm_LowGrayLevelRunEmphasis,glrlm_RunEntropy,glrlm_RunLengthNonUniformity,glrlm_RunLengthNonUniformityNormalized,glrlm_RunPercentage,glrlm_RunVariance,glrlm_ShortRunEmphasis,glrlm_ShortRunHighGrayLevelEmphasis,glrlm_ShortRunLowGrayLevelEmphasis,glszm_GrayLevelNonUniformity,glszm_GrayLevelNonUniformityNormalized,glszm_GrayLevelVariance,glszm_HighGrayLevelZoneEmphasis,glszm_LargeAreaEmphasis,glszm_LargeAreaHighGrayLevelEmphasis,glszm_LargeAreaLowGrayLevelEmphasis,glszm_LowGrayLevelZoneEmphasis,glszm_SizeZoneNonUniformity,glszm_SizeZoneNonUniformityNormalized,glszm_SmallAreaEmphasis,glszm_SmallAreaHighGrayLevelEmphasis,glszm_SmallAreaLowGrayLevelEmphasis,glszm_ZoneEntropy,glszm_ZonePercentage,glszm_ZoneVariance,ngtdm_Busyness,ngtdm_Coarseness,ngtdm_Complexity,ngtdm_Contrast,ngtdm_Strength
R01-003,-1.2504290656131085,-0.2706853417782362,-0.5736466248874136,0.4759854071213806,-0.07056633378878675,-0.5088005991987781,-0.21853445734288107,-0.10610431680664391,-0.1870012337863554,-0.045848663372086984,-0.6139624263882548,0.16628172389960164,0.6540930515518599,-1.2504290656131085,0.13546436639725182,-0.3596660897381432,-0.3161079654938615,-0.22391527530529173,-0.21376817263479908,-0.41202151548975086,-0.05198818247624156,-0.4533433760797952,-0.017906195316750848,0.1501689152217396,0.06632561631015287,-0.16630125080110675,-0.18148319925363968,-0.07771896907613698,-0.03760038425292557,0.44118982867874557,-0.28226396576239077,0.06010070244893103,-0.14319698704993783,-0.24318595333364004,-0.1061469499861919,0.16041091014013045,-0.2990242596631942,-0.14319698704993403,-0.4501401821856071,-0.349931862201137,-0.6991321126480349,-1.1675140511868467,0.03856053868922117,-0.37736646654945377,-1.0471442799739747,-0.35621358146792886,-0.3010172048386115,-0.39393788015198034,-0.40722269556626284,-0.5506077976006839,-0.4529181305101838,0.1691722214219243,-0.2710128710556763,-0.33908149675958044,-1.1190662923144439,0.2656080569596918,-0.3870923496090623,-0.35320284029789634,-0.37664674850719243,-0.47602809030449916,-0.501210347373166,-0.4308825530149062,-0.859851377618373,-1.185196413661322,0.31750568631550435,0.3484884289548662,-0.3648922790637802,0.3558238144707016,-0.3363040226620856,-0.394440407867132,-1.0422861147570583,0.6501482555358831,-0.42072709993790075,-0.5059319072699882,-0.20537976926391,-0.24330911046268952,-0.2206174627519291,-0.361188021890481,-1.0642806981405408,0.014614240239958755,0.07588032841952111,-0.49081640586027236,-0.2905380773869053,-0.6534518662639365,0.2194734042532112,-0.20299450754115972,-0.8449412640390588,0.23812977747078382,-0.45804513724498164,0.01206453064087345,0.6093668963828225
R01-004,-0.8282891132397361,0.755281414648578,0.4680887240785681,-0.5747910440512116,0.026971451716730502,0.6604620684663776,-0.040866963432392815,-0.10610431680664391,-0.1870012337863554,0.04842331833466594,0.473384615881627,0.15300979584745486,-0.40416669667529237,-0.8282891132397361,-0.7938224100687878,0.6953034719033065,0.01904346801730903,0.32354428743534563,0.494959649352923,0.5598254838342624,1.1198993607982477,-0.6893009359736727,1.1819598690180264,1.090469441299023,0.9842923062717304,-1.0369557030735916,-1.0206321255585253,-1.6060755277543928,-1.418602019439728,0.6860331280441146,-0.5218687099232571,-1.1440488290990325,0.045007618715585535,-0.722424710943131,0.8833929539074167,-0.4003366154872896,-0.8012495038854274,0.04500761871558025,0.575613432464455,0.7194304554673069,-0.46186844928801607,-0.41557221221931073,1.228260805807838,-0.8542443524314317,-0.8996011533990611,0.6958203375587151,0.18148057899215622,-0.7955233729388985,-0.5461113868077794,-0.24299105200904075,0.4896757054066024,1.1571864217771632,0.3997120302024358,1.1629176851993859,-0.8828992205616084,-0.7761674986027559,0.618747453011312,0.09929799677790722,-0.655362711474946,-0.2353141315698691,0.06993806907090833,0.5546970839422847,-0.11431298136165685,-0.582896571248245,1.0246635987994173,0.9218229089119042,-0.5825534304804622,0.9468219123220366,0.15318654410759155,0.6853410652499632,-0.5639069161129867,-0.4758512091555432,0.3934956002126732,-0.17735441528836035,-0.21094384287096937,-0.2544974805118103,-0.21723152454878744,0.7449750721568424,-0.2545289642958452,1.224547427750118,1.1929025113005034,-0.05009221795639372,0.9811684840680132,-0.9488046247392669,1.1168888451305352,-0.20658005283628067,-0.43785733538823224,-0.24927151619242402,0.745159872283254,1.0436369834129173,-0.13801582899352507
R01-005,1.1258995890605688,0.5967846967732628,0.4196359171499178,-1.1255002253440676,-0.8051477808772135,1.167378405947284,0.5239331827249814,0.06439489294566893,-0.1870012337863554,-0.75583452560107,0.7064882788674909,-0.39660439532164454,-0.9116698972306073,1.1258995890605688,-0.47599684136165793,0.9422589731206364,0.887550647735718,0.4608071859903809,0.9110141458293838,1.427579143608136,-0.9080808403130798,1.7061490354279052,-0.8060588431474857,-0.6588497497104084,-0.9203055187629066,0.5267379258302973,0.5173168910119573,0.6318868343364923,0.45878211800237945,-1.2434447965054611,1.4446308622963553,0.9043217983563816,0.5804718231016586,-0.2195787848691114,0.09857615842591706,1.6875916497475159,-0.19326077642456815,0.5804718231016404,0.8965479938234766,0.9594257357436933,1.8758561661641509,0.7308659927112947,-0.7211324492394411,0.23841568633724647,0.6575183099221797,0.9498564342207935,0.6515027056301285,0.19614864465550905,2.2358980616759085,-0.41839350615761145,-0.6632059854782042,-0.6942017410325318,-0.038612395651619114,-0.903395935482149,0.7349923421434028,-0.5410253792761947,0.8432768947517603,0.644470787191658,0.05631884180888999,1.3711617669951963,-0.5610558519783165,-0.689844510329114,1.4026614062237017,1.0471242630374307,-0.4795040602187208,-0.3568122373442509,-0.009621524939455698,-0.38549140323514647,0.4914121471363747,-0.7274248077993766,0.39059940818659783,-0.9161046278198773,0.5792691522715641,0.7139577041935311,-0.1833809961284363,0.03324049724914866,-0.20977471104349596,-0.8031749750671685,0.3869668860912165,-0.9407558155375978,-0.9319543988950075,0.41979860537705854,-0.9157201234574348,1.7138277101062562,-0.632995982745352,-0.18481595018870478,0.1514341084004385,-0.37434616312996816,-0.998796984125906,0.037340925907886756,-0.6475564349445119
R01-006,-0.09625769715479665,-0.8554526822126968,-0.7432314491376896,-0.36302952140642897,-1.3477017127516533,-0.6114131719462136,0.14392265769169002,0.1401723195022524,0.1580087944396321,-1.3214664158415874,-0.7317564637878781,-0.27848037692159827,-0.0609113799241774,-0.09625769715479665,0.8921149608861157,-0.7134368384655692,-0.041654091212977945,-0.7111803771603351,-0.6452544779695435,-0.5643157401197513,-0.9910937812793945,1.0273670397754,-1.2712333658467692,-1.3967615345711,-0.8552697955417101,1.9886179376403346,1.99844611732273,0.4182951935448957,0.9541966043985795,-1.9274864321321958,1.5164848964640152,0.6095511728368557,0.19244721332532402,1.6980986141434335,-1.3037777621056006,0.7219993459478098,1.787317748861624,0.19244721332532097,-0.6232606603713919,-0.6931632181118305,1.6784008010910296,-0.8554359150895334,-1.7434710912887375,3.142827738462595,0.378865905845597,-0.7093485492618983,-0.1913082364540038,2.9658978026203098,3.319473932856736,-0.08708944143475697,-0.8689894345918656,-1.7748553522473007,-0.7011739152248291,-1.2010484997607112,-0.28435397467681667,0.3956820547149079,-0.45211431855763207,0.16120954211179234,3.062806307846437,2.194722865205937,-0.28620442913860233,-0.9355575663431311,2.1647835916655493,-0.8309401954377655,-2.321108341310778,-2.6225233205370184,3.1362612942855908,-2.487615237069959,-0.052398833346967044,-1.0298494273116732,-0.8841248414608871,-0.7219905709576038,-0.20609135937509496,0.9977092635709022,0.38608389440659496,1.0853682710249615,0.033434096873123174,-1.1545594623279538,-0.8674542759511706,-0.8408226169824694,-0.8142654820805624,0.7492099336511782,-1.2192574274168058,1.6756692223533443,-1.8723724423182608,0.36724922568223944,-0.35755624219901383,-0.2226013318382676,-1.2244972197134887,-0.6787084011732138,-0.5564120341226868
R01-007,-1.1173575480945575,-0.08169898627666698,0.12891907557801596,0.7655127859963867,2.2642444067495324,-0.25147562202491247,-1.1085161185094003,-1.0343777921247916,-0.1870012337863554,2.210786898733311,0.03564433649162852,1.1035921181274067,0.256960914253944,-1.1173575480945575,-0.2595131017772869,-0.4168511302612076,-0.9596269383781952,-0.5026144694996006,-0.6242924647433481,-0.6615420233340434,0.42399512882903173,-1.5625002038469786,0.5480591567247478,0.659397776499856,0.4290163970132555,-0.6490674016321384,-0.6687200636372578,0.7925459624064725,0.5286625669189532,0.8054130796573581,-0.937770936506247,-0.7785524995889506,-1.011541454194049,-0.5019197031137719,0.16334179156521897,-1.162659899878601,-0.3846585282046515,-1.0115414541940466,-0.13440878597357195,-0.4438575731242264,-1.1297689437782497,-1.009540193417534,0.5680855621486604,-0.5642918878613726,-1.035423483062819,-0.433878747034685,-0.7985626249509812,-0.5917584018638432,-1.1700175738080796,1.4143973126672258,1.8411024791150492,0.6351045613534012,-0.4766195172419674,1.7556481184765684,-1.0836745175694664,-0.15128305501810183,-0.5052985537234678,-0.8658234096273115,-0.5216597688938756,-1.1614623930835326,1.4570257379437646,1.7930639521621923,-0.9980946742236446,-1.0638947258490785,0.6688501051752894,0.6356965862122124,-0.47526071809038267,0.658840318364901,-0.7956988679035518,1.8094869051428586,-0.9169924424369079,0.4254939188428579,-0.672417880862562,-1.0640096812147548,-0.20782404410566155,-0.26600897409253355,-0.1721052079666489,1.706653304887955,-0.8897392768235247,0.5608172736193769,0.599872953359455,-0.9297058554143128,1.5621414261654112,-1.2469711448162129,0.6564302886568701,-0.20430890479787717,-0.47902834994634985,-0.07387366345898658,0.20495478764996,0.18296078026552276,0.6665619463940563
R01-012,0.7527945467317669,-1.4771509725659298,-1.3731179392101436,0.6365530688822418,-0.9392622359472997,-1.1414365051773296,-0.9816380053968988,-0.9396560089290622,-0.1870012337863554,-0.8854585004478552,-1.3492799367696942,0.887130479650589,0.9243288628355242,0.7527945467317669,1.7861528717103994,-0.9337308135942032,-0.824709993070133,-0.6903463868483982,-0.6797995371747508,-0.8257528135236288,-0.930199438895231,0.620727177790053,-1.0325183021841435,-1.0442896050835588,-0.8496654509272323,1.0196556374891204,1.0389164878861719,0.6593783093540221,0.8018517205851965,-0.03673651420970141,0.026502360683183467,1.3621428819809516,-0.8898017749329762,1.2713426142282656,-1.2819004324475978,0.24032496714410168,1.3181623270458134,-0.8898017749329858,-1.4747108496356152,-0.8933741018179495,-0.8534090552333254,-0.14537656005420338,-1.0885706379375488,0.7343572269184425,1.527799289871107,-0.9303666284986731,-0.9185746880018634,0.7233357309297448,-0.3890458416588748,-0.06355920657952588,-0.45165997746447495,-1.1377228778153665,-0.8833792848754742,-0.7870431504166256,1.3337865157979774,1.824287388404333,-0.857421557865365,-0.8895940081203128,0.4929933950334163,-0.7887037776014125,-0.21702168913125205,-0.45570593870325715,-0.9297028002741311,0.06825783510660081,-1.0184186252103788,-0.9006550717686795,0.37755282883372276,-0.9441322320081116,-0.8888405288795201,-0.5219391265422876,0.19549581200665722,1.1087280276162674,-0.49309896487843674,-0.6458363157536018,-0.13154815593790206,-0.15900625507623564,-0.1600467872923774,-0.4872910125760901,-0.3930435632971656,-1.1180968712770483,-1.126204125370764,-0.651292303449615,-0.6109054427179645,0.6470897266901829,-1.1612384253368249,-0.13761671484753174,0.6279057381831129,-0.40335232449583563,-0.9815673759411389,-0.8602606577347549,-0.48109995646632214
R01-013,-1.365904011907071,-0.542899587606233,-0.5494202214230883,0.3597460390897043,-0.5033902569695196,-0.7544023660713546,0.36881852237368346,0.5190594522851698,0.1333652209949187,-0.5024785747641715,-0.5816239617559393,-0.5312318208860423,0.4253223382234823,-1.365904011907071,0.34710301963196555,-0.7902075972747795,0.06931032192391327,-0.6897659411720736,-0.7162368549623708,-0.7465221723735428,-0.7733494913496775,0.3607362891849677,-0.6886319451816492,-0.5860544604477975,-0.7496878612643865,0.33903434510488073,0.3284056267806335,0.6152291554598946,0.5030469611746963,-0.3455832793501311,0.6235341824277847,0.9313605385618746,0.4402172146968227,0.056392357870499586,-0.5729690618704234,0.1718887749917532,0.0014165709804672307,0.4402172146968226,-0.48316527584467484,-0.7919378169036201,-0.71140041066941,-1.293225860183671,-0.3119069199068365,-0.19858889823022244,-1.105154826959423,-0.7878360197161552,-0.06321033671711232,-0.19380338186340795,0.05048492097582302,-0.7074472393646488,-0.9062376704266,-0.22425151882113534,-0.22003772057591198,-1.0237121103255378,-1.202447354103884,0.48474058350902266,-0.8285573294757199,-0.08110603189185057,-0.23765787080974304,-0.07128102120976822,-0.8411791920915219,-0.9423122751886926,-0.9266711076235192,-1.305871839240925,-0.033971052266283996,0.08081704878630812,-0.2686894703857033,0.039965148787143925,-0.0998087461064436,-0.9581419310062382,-1.165861571324179,0.8701695279284573,-0.8902732230034521,-0.12600224296904297,-0.19972505019839798,-0.2196748514892921,-0.22291801917826545,-1.0719675639164705,-1.2016200839043871,-0.4757224980092752,-0.4264623859725608,-0.22334341758019896,-1.091444837806094,-0.4125726564336634,-0.14377602016783533,-0.19862124590181246,-1.0070971714828412,0.809403188100985,-0.8677094761100167,-0.6713953729996743,1.6498673901044796
R01-014,-1.0654145868251297,-1.3958118896714757,-1.3246651322814933,0.44800353527287845,-1.1892028113051878,-1.19755638476543,-0.5746452973583297,-0.46604709295041546,-0.1870012337863554,-1.1270304535714095,-1.2855582035374786,0.4282777011242957,0.6272670041119351,-1.0654145868251297,1.6676158824131377,-1.0788249121553735,-0.739435962591214,-0.921514372193231,-1.000158120595132,-1.151102921797342,-0.7880764901280636,-0.3395600803167342,-0.8109220191822836,-0.6939896911372496,-0.7064945972876019,0.7045837784303118,0.7075294795710972,0.07284727421819899,0.23135217819067186,0.39414158442947217,-0.5076655779683288,0.9949761276260137,-0.5383661034742406,1.000122361956831,-1.1632522137801604,-0.24737591953311555,1.2214073657436089,-0.5383661034742401,-1.5913150483069964,-1.1271047534069394,-1.2688686667514104,-1.161272738702523,-0.8502622305857928,0.5513460089559551,-0.6600792916862056,-1.075258471950807,-0.7588949008424601,0.359641305633833,-0.21656727104057982,-0.4513377806909624,-0.6802905341345462,-0.661958853935561,-0.7966511656245503,-0.797862027980768,-0.780154690128298,1.7217422018675161,-1.1022020739795635,-0.7775039343860994,0.16607701706152012,-0.6654134503866287,-0.578474731879985,-0.6873137677971198,-1.3773184999648533,-1.1265861343847612,-0.5736157537649705,-0.48645955017437853,0.1094759610146123,-0.477715237483226,-0.7870028089275042,-0.7100499828736272,-0.9520537371763649,1.390018397410404,-1.1364955307502724,-0.7983370514076354,-0.1633810049003625,-0.17405740754729965,-0.2007116357530476,-0.7003022777493271,-1.0679258097960644,-0.359785393986384,-0.3046000473444342,-0.836528292295594,-0.6645867885219882,-0.478954034156589,-0.7137453047345524,-0.16526157531809613,-0.6263136466850119,-0.015475799961753477,-0.9678505496138722,-0.6558930269499127,0.033208255814782185
R01-015,0.7291020751023776,-1.869804990449029,-1.5184763599960946,2.125966963495665,-0.7807633345008342,-1.3231385535196527,-1.2054781884968448,-1.110155218681375,-0.1870012337863554,-0.7322665301743817,-1.5638552147382,1.1518275139534804,2.2407150864519125,0.7291020751023776,2.1516582559939073,-0.7718026655607636,-0.8487367837313929,-0.07798078892375132,-0.12924789090931968,-0.5936823858467891,-1.1348946349990918,1.318983819457507,-1.487834130661827,-1.8284375769169885,-1.0271557608382322,2.005878080389794,2.042926847479049,1.1939054019542636,1.603668903600991,-1.3938506040569298,1.0653528768205318,1.4923402203859315,-1.113046978410604,2.331582175471653,-1.9537624348442475,1.1942964156303086,2.0939898095080802,-1.1130469784106043,-1.6912188516788842,-0.7506785952984417,-0.12610251806420852,-0.5298869838929625,-1.560428551055725,1.8896561219641634,1.6262500515843652,-0.7690672779815164,-0.9679245823451658,2.250614300124408,0.613504675568848,0.6926702729120928,-0.3667399901198009,-1.9271612191299359,-1.1007560127985214,-0.9859426002915431,0.9197911440038258,2.112540808098465,-0.5307102229651893,-0.8464231119472223,2.0687272679453086,-0.15226054345302234,0.44724233540905134,-0.38401616805145833,0.15846301258276346,-0.5358602070196749,-2.2376210519753528,-2.2335386596467863,1.8167887390070396,-2.396730020902683,-0.9255338700183651,-0.5644202132069862,-0.5197775018594833,0.7923595468555956,0.32920378555956453,-0.22078770630356084,0.20434269755411594,0.2745262211798704,0.11895761173395679,-0.5049714855440377,-0.9150935546258404,-1.8991790565731421,-2.0586109725302406,-0.36973328301664854,-0.795481668834884,1.967927603283963,-1.9976816741930357,0.17872638946655564,0.16346264490929072,-0.34003829180932177,-1.0950068024163766,-1.0032302690768027,-0.13169953025139056
R01-016,-0.00336755933172282,-0.1509414192656785,-0.016439345207934976,-1.2810171540733881,-1.3263653221723213,-0.07895372980276444,0.851251187540875,0.7463917319549203,0.9219595712257472,-1.3921704021216523,0.21436461855387096,-1.020594053307091,-1.300840724513507,-0.00336755933172282,0.12595978389303114,-0.6539578697171154,0.19788286921600928,-0.941713866287543,-0.9010214227810813,-0.48090774813664355,-1.1455033165445117,1.4148617163195685,-1.2174121047364883,-1.2048827377027447,-1.1415288998928201,1.2207259931179453,1.2273808741240915,0.7498664400675952,0.7050056441717768,-1.6403848352969734,1.5108551483717276,1.2438757239769718,0.45302091059255434,0.49105904017120383,-0.6531063147746672,1.108635028207339,0.6718089165730073,0.45302091059255123,0.13809437008328418,-0.6606738252516496,1.7123657019723486,-0.4304899681166028,-1.2661017840182915,1.296005974649737,0.2626295462860179,-0.6496194802295997,0.018097171611178,1.1233949600935935,1.5308751865448098,-0.4190235567801392,-0.8793712393448155,-1.2910563201118044,-0.4933669560513582,-1.1587166658358796,-0.0001806439594634272,-0.0941783572601336,-0.6123391929545522,0.18060198801487842,0.8465593146174416,0.9094381832172458,-0.6399905949447321,-0.9347344962916811,1.396332009007679,-0.25138166506509724,-1.26453292115298,-1.2235801985553831,0.7489629026961401,-1.2113966579584718,0.04900343876744874,-0.9933542595479496,-0.5257184302134384,-0.7398426237411532,-0.6732653276954097,0.623786806227431,-0.002651016548494762,0.18685518189582112,-0.1275418452865337,-1.137984379102757,-0.6060467631580109,-1.2680050662620466,-1.3014854498772863,0.27226019718631683,-1.217835991883939,1.7850482997927113,-1.3021127117469318,-0.009846735528799652,-0.2841014786071827,-0.23523475865872925,-1.2415924245112304,-0.6322001446204427,-0.6454946510549654
